#,Taken,By,LocationID Desk,Code,Result,Detail,Slot,Start
7e56a85dfeb1eea18ca1e813649e2fed045da88b_24,2019-02-11 09:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,In Use (PC In Use),,22789,2019-02-11 09:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_25,2019-02-11 10:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Sign of Life,,22789,2019-02-11 10:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_26,2019-02-11 11:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,In Use (PC In Use),,22789,2019-02-11 11:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_27,2019-02-11 12:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,In Use (PC In Use),,22789,2019-02-11 12:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_28,2019-02-11 13:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Sign of Life,,22789,2019-02-11 13:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_29,2019-02-11 14:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Vacant,,22789,2019-02-11 14:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_30,2019-02-11 15:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Vacant,,22789,2019-02-11 15:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_31,2019-02-11 16:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Sign of Life,,22789,2019-02-11 16:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_32,2019-02-11 17:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Vacant,,22789,2019-02-11 17:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_25,2019-02-12 09:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Sign of Life,,22789,2019-02-12 09:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_26,2019-02-12 10:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Sign of Life,,22789,2019-02-12 10:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_27,2019-02-12 11:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,In Use (PC In Use),,22789,2019-02-12 11:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_28,2019-02-12 12:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Sign of Life,,22789,2019-02-12 12:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_29,2019-02-12 13:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Vacant,,22789,2019-02-12 13:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_30,2019-02-12 14:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Sign of Life,,22789,2019-02-12 14:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_31,2019-02-12 15:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Sign of Life,,22789,2019-02-12 15:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_32,2019-02-12 16:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Sign of Life,,22789,2019-02-12 16:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_33,2019-02-12 17:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Vacant,,22789,2019-02-12 17:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_26,2019-02-13 09:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Sign of Life,,22789,2019-02-13 09:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_27,2019-02-13 10:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Vacant,,22789,2019-02-13 10:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_28,2019-02-13 11:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,In Use (PC In Use),,22789,2019-02-13 11:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_29,2019-02-13 12:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Vacant,,22789,2019-02-13 12:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_30,2019-02-13 13:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Vacant,,22789,2019-02-13 13:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_31,2019-02-13 14:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,In Use (PC In Use),,22789,2019-02-13 14:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_32,2019-02-13 15:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Sign of Life,,22789,2019-02-13 15:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_33,2019-02-13 16:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Vacant,,22789,2019-02-13 16:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_34,2019-02-13 17:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Sign of Life,,22789,2019-02-13 17:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_27,2019-02-14 09:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,In Use (PC In Use),,22789,2019-02-14 09:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_28,2019-02-14 10:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,In Use (PC In Use),,22789,2019-02-14 10:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_29,2019-02-14 11:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Sign of Life,,22789,2019-02-14 11:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_30,2019-02-14 12:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Sign of Life,,22789,2019-02-14 12:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_31,2019-02-14 13:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,In Use (PC In Use),,22789,2019-02-14 13:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_32,2019-02-14 14:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,In Use (PC In Use),,22789,2019-02-14 14:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_33,2019-02-14 15:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Vacant,,22789,2019-02-14 15:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_34,2019-02-14 16:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,In Use (PC In Use),,22789,2019-02-14 16:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_35,2019-02-14 17:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,In Use (PC In Use),,22789,2019-02-14 17:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_28,2019-02-15 09:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,In Use (PC In Use),,22789,2019-02-15 09:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_29,2019-02-15 10:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Vacant,,22789,2019-02-15 10:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_30,2019-02-15 11:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Sign of Life,,22789,2019-02-15 11:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_31,2019-02-15 12:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Sign of Life,,22789,2019-02-15 12:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_32,2019-02-15 13:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Vacant,,22789,2019-02-15 13:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_33,2019-02-15 14:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Sign of Life,,22789,2019-02-15 14:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_34,2019-02-15 15:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Sign of Life,,22789,2019-02-15 15:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_35,2019-02-15 16:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,Vacant,,22789,2019-02-15 16:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_36,2019-02-15 17:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_3,5871,In Use (PC In Use),,22789,2019-02-15 17:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_29,2019-02-11 09:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,In Use (PC In Use),,22789,2019-02-11 09:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_30,2019-02-11 10:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Sign of Life,,22789,2019-02-11 10:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_31,2019-02-11 11:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,In Use (PC In Use),,22789,2019-02-11 11:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_32,2019-02-11 12:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Vacant,,22789,2019-02-11 12:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_33,2019-02-11 13:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,In Use (PC In Use),,22789,2019-02-11 13:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_34,2019-02-11 14:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Vacant,,22789,2019-02-11 14:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_35,2019-02-11 15:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Vacant,,22789,2019-02-11 15:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_36,2019-02-11 16:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Sign of Life,,22789,2019-02-11 16:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_37,2019-02-11 17:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Sign of Life,,22789,2019-02-11 17:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_30,2019-02-12 09:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Vacant,,22789,2019-02-12 09:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_31,2019-02-12 10:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,In Use (PC In Use),,22789,2019-02-12 10:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_32,2019-02-12 11:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Sign of Life,,22789,2019-02-12 11:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_33,2019-02-12 12:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,In Use (PC In Use),,22789,2019-02-12 12:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_34,2019-02-12 13:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,In Use (PC In Use),,22789,2019-02-12 13:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_35,2019-02-12 14:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,In Use (PC In Use),,22789,2019-02-12 14:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_36,2019-02-12 15:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Vacant,,22789,2019-02-12 15:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_37,2019-02-12 16:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,In Use (PC In Use),,22789,2019-02-12 16:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_38,2019-02-12 17:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Vacant,,22789,2019-02-12 17:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_31,2019-02-13 09:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Sign of Life,,22789,2019-02-13 09:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_32,2019-02-13 10:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Sign of Life,,22789,2019-02-13 10:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_33,2019-02-13 11:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Sign of Life,,22789,2019-02-13 11:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_34,2019-02-13 12:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Sign of Life,,22789,2019-02-13 12:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_35,2019-02-13 13:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Vacant,,22789,2019-02-13 13:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_36,2019-02-13 14:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Sign of Life,,22789,2019-02-13 14:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_37,2019-02-13 15:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Sign of Life,,22789,2019-02-13 15:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_38,2019-02-13 16:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Sign of Life,,22789,2019-02-13 16:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_39,2019-02-13 17:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Vacant,,22789,2019-02-13 17:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_32,2019-02-14 09:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Vacant,,22789,2019-02-14 09:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_33,2019-02-14 10:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Vacant,,22789,2019-02-14 10:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_34,2019-02-14 11:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,In Use (PC In Use),,22789,2019-02-14 11:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_35,2019-02-14 12:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Sign of Life,,22789,2019-02-14 12:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_36,2019-02-14 13:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Vacant,,22789,2019-02-14 13:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_37,2019-02-14 14:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Sign of Life,,22789,2019-02-14 14:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_38,2019-02-14 15:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Vacant,,22789,2019-02-14 15:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_39,2019-02-14 16:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Vacant,,22789,2019-02-14 16:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_40,2019-02-14 17:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Vacant,,22789,2019-02-14 17:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_33,2019-02-15 09:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Sign of Life,,22789,2019-02-15 09:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_34,2019-02-15 10:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Vacant,,22789,2019-02-15 10:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_35,2019-02-15 11:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Vacant,,22789,2019-02-15 11:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_36,2019-02-15 12:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,In Use (PC In Use),,22789,2019-02-15 12:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_37,2019-02-15 13:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,Sign of Life,,22789,2019-02-15 13:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_38,2019-02-15 14:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,In Use (PC In Use),,22789,2019-02-15 14:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_39,2019-02-15 15:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,In Use (PC In Use),,22789,2019-02-15 15:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_40,2019-02-15 16:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,In Use (PC In Use),,22789,2019-02-15 16:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_41,2019-02-15 17:00:00,botrak,William_0ecfc805e1383c0a408111971c476e243ae97a13_4,5871,In Use (PC In Use),,22789,2019-02-15 17:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_34,2019-02-11 09:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-11 09:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_35,2019-02-11 10:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Sign of Life,,22789,2019-02-11 10:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_36,2019-02-11 11:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,In Use (PC In Use),,22789,2019-02-11 11:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_37,2019-02-11 12:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-11 12:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_38,2019-02-11 13:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-11 13:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_39,2019-02-11 14:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Sign of Life,,22789,2019-02-11 14:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_40,2019-02-11 15:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-11 15:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_41,2019-02-11 16:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-11 16:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_42,2019-02-11 17:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,In Use (PC In Use),,22789,2019-02-11 17:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_35,2019-02-12 09:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-12 09:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_36,2019-02-12 10:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,In Use (PC In Use),,22789,2019-02-12 10:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_37,2019-02-12 11:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Sign of Life,,22789,2019-02-12 11:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_38,2019-02-12 12:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,In Use (PC In Use),,22789,2019-02-12 12:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_39,2019-02-12 13:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,In Use (PC In Use),,22789,2019-02-12 13:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_40,2019-02-12 14:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,In Use (PC In Use),,22789,2019-02-12 14:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_41,2019-02-12 15:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Sign of Life,,22789,2019-02-12 15:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_42,2019-02-12 16:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,In Use (PC In Use),,22789,2019-02-12 16:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_43,2019-02-12 17:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-12 17:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_36,2019-02-13 09:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,In Use (PC In Use),,22789,2019-02-13 09:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_37,2019-02-13 10:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Sign of Life,,22789,2019-02-13 10:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_38,2019-02-13 11:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-13 11:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_39,2019-02-13 12:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-13 12:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_40,2019-02-13 13:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-13 13:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_41,2019-02-13 14:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-13 14:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_42,2019-02-13 15:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-13 15:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_43,2019-02-13 16:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-13 16:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_44,2019-02-13 17:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-13 17:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_37,2019-02-14 09:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-14 09:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_38,2019-02-14 10:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Sign of Life,,22789,2019-02-14 10:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_39,2019-02-14 11:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,In Use (PC In Use),,22789,2019-02-14 11:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_40,2019-02-14 12:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Sign of Life,,22789,2019-02-14 12:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_41,2019-02-14 13:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-14 13:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_42,2019-02-14 14:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,In Use (PC In Use),,22789,2019-02-14 14:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_43,2019-02-14 15:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Sign of Life,,22789,2019-02-14 15:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_44,2019-02-14 16:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,In Use (PC In Use),,22789,2019-02-14 16:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_45,2019-02-14 17:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,In Use (PC In Use),,22789,2019-02-14 17:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_38,2019-02-15 09:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Sign of Life,,22789,2019-02-15 09:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_39,2019-02-15 10:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-15 10:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_40,2019-02-15 11:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Sign of Life,,22789,2019-02-15 11:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_41,2019-02-15 12:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Sign of Life,,22789,2019-02-15 12:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_42,2019-02-15 13:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Sign of Life,,22789,2019-02-15 13:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_43,2019-02-15 14:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Sign of Life,,22789,2019-02-15 14:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_44,2019-02-15 15:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-15 15:00:00
7e56a85dfeb1eea18ca1e813649e2fed045da88b_45,2019-02-15 16:00:00,botrak,Farr_0ecfc805e1383c0a408111971c476e243ae97a13_0,5871,Vacant,,22789,2019-02-15 16:00:00
